temperature,humidity,smoke_gas_level,flame_detected,label
36.8,42.4,677,0,Gas Leakage
34,53.5,769,0,Gas Leakage
33,42.9,1077,0,Gas Leakage
33,48.2,985,0,Gas Leakage
44.7,35.2,654,0,Gas Leakage
36.9,42.4,869,0,Gas Leakage
38.6,54,953,0,Gas Leakage
30.5,30.2,883,0,Gas Leakage
32.7,43.8,814,0,Gas Leakage
35.9,42.5,843,0,Gas Leakage
32.9,26.5,1015,0,Gas Leakage
41.4,42.6,783,0,Gas Leakage
37.2,39.4,986,0,Gas Leakage
37.7,39.8,983,0,Gas Leakage
29.6,33.9,1090,0,Gas Leakage
32.7,43,859,0,Gas Leakage
29.3,37.6,852,0,Gas Leakage
35,48.2,741,0,Gas Leakage
43.5,44.9,661,0,Gas Leakage
41.1,25.1,1090,1,Gas Leakage
39.4,37.2,706,0,Gas Leakage
35.3,52,1080,0,Gas Leakage
43.1,37.9,1043,0,Gas Leakage
38.3,26.3,680,0,Gas Leakage
37.9,45.6,832,0,Gas Leakage
30.3,43.7,1035,0,Gas Leakage
32.7,35.3,968,0,Gas Leakage
36,33,725,0,Gas Leakage
33.4,53.2,971,0,Gas Leakage
36.1,49,963,0,Gas Leakage
35.9,45.1,1004,0,Gas Leakage
43.3,26.1,1008,0,Gas Leakage
38.2,35.1,1051,0,Gas Leakage
38.2,43.3,1055,1,Gas Leakage
37.4,35.8,824,0,Gas Leakage
31.3,26.5,789,0,Gas Leakage
32.5,48.5,1032,0,Gas Leakage
33.6,30.9,744,0,Gas Leakage
44.8,31.8,1056,0,Gas Leakage
42.3,51.2,1038,0,Gas Leakage
37.3,50.2,789,0,Gas Leakage
34.4,27.5,872,0,Gas Leakage
28.7,45,793,0,Gas Leakage
35.1,43.4,1092,0,Gas Leakage
34.1,30,973,0,Gas Leakage
31.2,29,891,0,Gas Leakage
30.2,28.3,691,0,Gas Leakage
40.1,37.9,744,0,Gas Leakage
36.4,29.3,891,0,Gas Leakage
40.6,30.3,761,0,Gas Leakage
32.9,29.2,931,0,Gas Leakage
42.9,27.8,815,0,Gas Leakage
32.1,39.6,700,0,Gas Leakage
30.6,47.3,675,0,Gas Leakage
33.2,52.2,652,0,Gas Leakage
44.9,28.7,1099,0,Gas Leakage
35.8,44.2,929,0,Gas Leakage
29.3,43.9,955,0,Gas Leakage
43.6,41.2,1024,1,Gas Leakage
36.6,51.2,885,1,Gas Leakage
40.6,46.5,707,0,Gas Leakage
33.4,41,885,0,Gas Leakage
29.5,28.6,672,0,Gas Leakage
30.9,54.5,734,0,Gas Leakage
30.4,25.4,742,0,Gas Leakage
36,27.8,784,0,Gas Leakage
41.7,52.8,990,0,Gas Leakage
43.5,25.2,1058,0,Gas Leakage
34.6,54.1,884,0,Gas Leakage
44.9,48.2,781,0,Gas Leakage
30,51,733,0,Gas Leakage
37.9,50.4,655,0,Gas Leakage
34,44.9,1057,0,Gas Leakage
39.4,33.5,904,0,Gas Leakage
35.1,40.4,837,0,Gas Leakage
41.2,52.2,1028,0,Gas Leakage
31.6,43.5,850,0,Gas Leakage
35.9,52.3,727,0,Gas Leakage
40.3,33.4,706,0,Gas Leakage
43.4,35.2,665,0,Gas Leakage
43.6,49.6,769,0,Gas Leakage
29.7,37.3,994,0,Gas Leakage
34.9,51.1,1037,0,Gas Leakage
34.1,51.9,715,0,Gas Leakage
28.5,28.1,985,0,Gas Leakage
34.8,49.3,863,0,Gas Leakage
36.4,41.1,997,0,Gas Leakage
30.7,53.8,984,0,Gas Leakage
36.2,38.6,865,0,Gas Leakage
38.9,42.7,1091,0,Gas Leakage
42.5,35.3,1008,0,Gas Leakage
28.9,45.7,655,0,Gas Leakage
30.3,52.5,910,0,Gas Leakage
38.1,27,903,0,Gas Leakage
33.9,49.7,991,0,Gas Leakage
38.9,36.3,1076,0,Gas Leakage
30.2,48.5,651,0,Gas Leakage
35.1,30.5,905,0,Gas Leakage
30.1,53.3,700,0,Gas Leakage
28.2,51.4,825,0,Gas Leakage
36.9,53.4,764,0,Gas Leakage
34.5,53.1,866,0,Gas Leakage
43.2,36.2,927,0,Gas Leakage
42.1,37.4,723,0,Gas Leakage
34.7,35.5,860,0,Gas Leakage
39.7,28.2,832,0,Gas Leakage
34,29.1,957,0,Gas Leakage
44.3,40.1,691,0,Gas Leakage
35.4,53.6,668,0,Gas Leakage
30.1,46.2,679,0,Gas Leakage
33.2,42.7,656,1,Gas Leakage
37.7,47.4,924,0,Gas Leakage
41.2,44,948,0,Gas Leakage
35,28.6,703,0,Gas Leakage
37.2,34.1,1051,0,Gas Leakage
32.4,49.7,855,0,Gas Leakage
32.8,29.5,822,0,Gas Leakage
34.4,39.1,810,0,Gas Leakage
32.8,33.3,1084,0,Gas Leakage
29.6,35.7,821,0,Gas Leakage
37,54.2,1044,0,Gas Leakage
42.3,37.8,674,0,Gas Leakage
42.2,43.6,718,0,Gas Leakage
41.9,49.6,1070,0,Gas Leakage
30.3,43.8,996,0,Gas Leakage
34.2,47,800,0,Gas Leakage
32.7,54.2,820,0,Gas Leakage
30.6,25.6,796,0,Gas Leakage
43.7,33.6,972,0,Gas Leakage
44.1,29,896,0,Gas Leakage
29.7,27,668,0,Gas Leakage
33.4,41.2,1044,0,Gas Leakage
33.9,39.6,1082,0,Gas Leakage
38,53.9,757,0,Gas Leakage
38.9,42,670,0,Gas Leakage
28.8,52.5,723,0,Gas Leakage
33.1,54,1052,0,Gas Leakage
29.8,44.5,889,1,Gas Leakage
29.3,52.5,794,0,Gas Leakage
39.8,42.4,1095,0,Gas Leakage
29.6,52.4,1006,0,Gas Leakage
29,50.7,919,0,Gas Leakage
28.8,52.6,940,0,Gas Leakage
29.5,45.4,1012,0,Gas Leakage
43.4,31.7,855,0,Gas Leakage
39,35.4,812,0,Gas Leakage
44.2,53.8,826,0,Gas Leakage
38.9,53.2,696,0,Gas Leakage
37.8,34.1,998,0,Gas Leakage
30.2,39.8,990,0,Gas Leakage
34.3,53,866,0,Gas Leakage
28.1,29.5,1061,0,Gas Leakage
29.9,29.2,828,0,Gas Leakage
30.1,44.1,692,0,Gas Leakage
37.4,27.9,972,0,Gas Leakage
35.9,52.7,793,0,Gas Leakage
41.9,42.6,1011,0,Gas Leakage
43.4,45.1,674,0,Gas Leakage
36,25.4,1094,0,Gas Leakage
42.8,30.4,961,0,Gas Leakage
28.8,54.7,902,0,Gas Leakage
37.2,43.9,1071,0,Gas Leakage
31.6,25.7,912,1,Gas Leakage
41.2,44.6,1090,0,Gas Leakage
38.5,36.1,813,0,Gas Leakage
33.9,28.8,872,0,Gas Leakage
29.4,54.6,651,0,Gas Leakage
39,36.5,1046,0,Gas Leakage
34.9,52.4,676,0,Gas Leakage
34.2,49.4,904,0,Gas Leakage
39,50.7,909,0,Gas Leakage
29.5,25.7,935,0,Gas Leakage
28.6,41.3,693,0,Gas Leakage
41.9,33.1,854,0,Gas Leakage
36.4,28.5,839,0,Gas Leakage
38.7,49.8,782,0,Gas Leakage
30.5,31.2,931,0,Gas Leakage
38.1,40.1,686,0,Gas Leakage
41.7,30.2,996,0,Gas Leakage
37.4,43.4,811,0,Gas Leakage
34,30.6,682,0,Gas Leakage
32.9,36.5,901,0,Gas Leakage
35.8,29.2,1090,0,Gas Leakage
34.7,25.2,902,0,Gas Leakage
37.6,47.4,981,0,Gas Leakage
34.8,48,749,0,Gas Leakage
35.9,33.7,961,0,Gas Leakage
36.5,53.9,815,0,Gas Leakage
40.9,35.8,742,0,Gas Leakage
40.9,30.6,893,0,Gas Leakage
39,39.7,833,0,Gas Leakage
36.9,50,835,0,Gas Leakage
38.5,53.4,1068,0,Gas Leakage
42.9,39.4,948,0,Gas Leakage
44.4,41.1,940,0,Gas Leakage
39.7,52.5,935,0,Gas Leakage
41.1,27.8,869,1,Gas Leakage
41.7,28.5,680,0,Gas Leakage
31.5,54.2,753,0,Gas Leakage
34.2,47.9,655,0,Gas Leakage
43,51.8,662,0,Gas Leakage
28.6,41.8,653,0,Gas Leakage
39.8,43.5,864,0,Gas Leakage
37.2,41.3,683,0,Gas Leakage
42.6,52.3,958,0,Gas Leakage
33.9,36.3,1097,0,Gas Leakage
43,41.6,918,0,Gas Leakage
32.3,47.7,751,0,Gas Leakage
36.9,25.4,702,0,Gas Leakage
43.2,27.3,859,0,Gas Leakage
29.5,31.2,803,0,Gas Leakage
38.9,50.4,1025,0,Gas Leakage
43.3,39.9,672,0,Gas Leakage
29.3,42.4,778,0,Gas Leakage
43.3,40.8,953,0,Gas Leakage
44.4,28,664,0,Gas Leakage
34.7,33.1,962,0,Gas Leakage
35.2,33.4,1028,0,Gas Leakage
35.6,39.2,804,0,Gas Leakage
28.6,49.2,1035,1,Gas Leakage
40.2,52.9,653,0,Gas Leakage
40,48.1,707,0,Gas Leakage
40.4,43.4,1052,0,Gas Leakage
34.9,54.4,761,0,Gas Leakage
31,37,1007,0,Gas Leakage
30.6,34.2,758,0,Gas Leakage
39.2,33,653,0,Gas Leakage
32,29.4,860,0,Gas Leakage
39.4,44.1,994,1,Gas Leakage
29.6,33.3,754,0,Gas Leakage
30.4,47.4,1009,0,Gas Leakage
34.5,39.3,819,0,Gas Leakage
31.8,35.7,1083,0,Gas Leakage
28.2,39.5,1048,0,Gas Leakage
39.7,36.6,692,0,Gas Leakage
41,40.6,970,0,Gas Leakage
30.5,48.9,961,0,Gas Leakage
31.7,31.4,1051,0,Gas Leakage
30.9,30.2,753,0,Gas Leakage
36.6,37.8,756,0,Gas Leakage
43.2,41.3,822,0,Gas Leakage
31.1,49.9,688,0,Gas Leakage
40.8,35.6,805,0,Gas Leakage
31.1,48.7,1036,0,Gas Leakage
28.6,31.5,951,0,Gas Leakage
41.3,43.2,761,1,Gas Leakage
35.9,26.9,860,0,Gas Leakage
32.3,39.5,1057,0,Gas Leakage
30.6,52.3,896,0,Gas Leakage
30.4,49.9,829,0,Gas Leakage
40.1,40.1,658,0,Gas Leakage
42.8,30.5,972,0,Gas Leakage
33.3,43.2,815,0,Gas Leakage
40.9,44.4,829,0,Gas Leakage
33,36.1,837,0,Gas Leakage
34.2,32.3,1071,0,Gas Leakage
35.6,27.4,900,0,Gas Leakage
32.2,44.1,867,0,Gas Leakage
41.9,35.6,1043,0,Gas Leakage
38,36.4,713,0,Gas Leakage
33.9,27.7,887,0,Gas Leakage
30,43.4,878,0,Gas Leakage
36.7,32.7,1065,0,Gas Leakage
35.1,33.2,1079,0,Gas Leakage
37.6,47.5,838,0,Gas Leakage
38.7,38.3,710,0,Gas Leakage
30.1,29.8,863,0,Gas Leakage
41.2,28.5,966,0,Gas Leakage
31.9,29.1,1000,0,Gas Leakage
40.2,33.6,719,0,Gas Leakage
37.7,26.6,991,0,Gas Leakage
40.2,46.4,1006,0,Gas Leakage
34.8,37.1,972,0,Gas Leakage
44.4,35.5,943,0,Gas Leakage
44.2,50.5,885,0,Gas Leakage
30.4,28.1,978,0,Gas Leakage
37.5,25.2,893,0,Gas Leakage
36.5,45.4,988,0,Gas Leakage
38.1,42.4,750,0,Gas Leakage
39.7,29.4,1082,0,Gas Leakage
34.3,52.9,652,0,Gas Leakage
34.8,51,1078,0,Gas Leakage
36.2,51.3,793,0,Gas Leakage
41,31,964,0,Gas Leakage
33.5,35.9,844,0,Gas Leakage
30.9,40.3,671,0,Gas Leakage
39.1,38,758,0,Gas Leakage
30.2,27.2,747,0,Gas Leakage
43.1,28.3,913,0,Gas Leakage
29.7,35.8,1098,0,Gas Leakage
29,44.8,1008,0,Gas Leakage
34.2,51.5,882,0,Gas Leakage
43,47.6,765,0,Gas Leakage
40.2,32.6,758,0,Gas Leakage
43,33.5,973,0,Gas Leakage
38.6,42,989,0,Gas Leakage
39.2,40.3,1089,0,Gas Leakage
38.5,39.7,815,0,Gas Leakage
34.3,47.2,943,0,Gas Leakage
40.1,37.7,811,0,Gas Leakage
43.6,50.3,876,0,Gas Leakage
41.9,51.8,691,0,Gas Leakage
42.8,46.7,795,0,Gas Leakage
38.9,25.8,680,0,Gas Leakage
43.4,36.6,1083,0,Gas Leakage
43.4,50.9,1002,0,Gas Leakage
34.6,33.7,1080,0,Gas Leakage
38.3,46.8,716,0,Gas Leakage
43.7,53.4,672,0,Gas Leakage
29.1,36.4,916,0,Gas Leakage
35.1,35.2,1003,0,Gas Leakage
30.8,41.5,794,0,Gas Leakage
39.5,29.8,924,0,Gas Leakage
35.8,40.1,1037,0,Gas Leakage
29.1,28.2,1094,0,Gas Leakage
43.9,28.5,665,0,Gas Leakage
37.8,50.9,1050,0,Gas Leakage
44.6,33.6,841,0,Gas Leakage
41.5,30.8,846,0,Gas Leakage
29.3,51.8,752,0,Gas Leakage
44.5,43.5,786,0,Gas Leakage
30,49.6,1100,0,Gas Leakage
29.5,54.8,974,0,Gas Leakage
34.7,26.9,1025,0,Gas Leakage
33.2,44.3,790,0,Gas Leakage
39.2,43.8,813,0,Gas Leakage
40.5,27.5,889,0,Gas Leakage
29.2,33.7,1089,0,Gas Leakage
43,29.5,901,0,Gas Leakage
41.8,42.7,660,0,Gas Leakage
42.7,39,923,0,Gas Leakage
37.6,39,708,0,Gas Leakage
34.1,29,769,0,Gas Leakage
37.9,52.6,728,0,Gas Leakage
32.3,52.4,969,1,Gas Leakage
32.9,46.9,809,0,Gas Leakage
28.3,41.5,684,0,Gas Leakage
36.6,40.4,870,0,Gas Leakage
38.5,41.6,849,0,Gas Leakage
28.3,36.3,1020,0,Gas Leakage
44.3,48.9,1058,0,Gas Leakage
28.5,41.2,915,0,Gas Leakage
44.6,31.4,679,0,Gas Leakage
43,54.7,861,0,Gas Leakage
30,49.4,1085,1,Gas Leakage
34.7,51.5,753,0,Gas Leakage
39,41.5,1018,1,Gas Leakage
36.1,54.4,797,0,Gas Leakage
29.5,38.3,685,0,Gas Leakage
42,37.6,996,0,Gas Leakage
44.3,28.4,771,0,Gas Leakage
35.6,42.7,1025,0,Gas Leakage
29.4,34.3,685,0,Gas Leakage
35,49.2,1043,0,Gas Leakage
37.7,26.8,780,0,Gas Leakage
40.3,41.9,868,0,Gas Leakage
43.1,30.6,1014,0,Gas Leakage
43.5,54.3,788,0,Gas Leakage
28.7,39.6,676,0,Gas Leakage
38.4,53.1,830,0,Gas Leakage
40.2,30.6,1075,0,Gas Leakage
43.3,28.6,861,0,Gas Leakage
37.7,25.1,1066,0,Gas Leakage
30.2,33.8,991,0,Gas Leakage
38.7,33.3,833,0,Gas Leakage
41.3,36.8,974,0,Gas Leakage
28.1,36.5,724,0,Gas Leakage
40.7,42.8,857,0,Gas Leakage
39.2,32,991,0,Gas Leakage
38.5,34.5,692,0,Gas Leakage
40.2,40.7,1042,0,Gas Leakage
28.9,41.3,905,0,Gas Leakage
40.4,44.8,943,0,Gas Leakage
37,29.2,774,0,Gas Leakage
36,50.1,724,0,Gas Leakage
44.2,41.4,891,0,Gas Leakage
37.2,33.8,698,0,Gas Leakage
37.1,31.8,1001,0,Gas Leakage
31.1,44.2,894,0,Gas Leakage
36.9,49.4,675,0,Gas Leakage
41.9,37.4,736,0,Gas Leakage
44,28.7,697,0,Gas Leakage
44.3,38,679,0,Gas Leakage
30.6,42.2,1015,0,Gas Leakage
44.8,51.9,813,0,Gas Leakage
35.4,45.1,747,0,Gas Leakage
43,35.2,720,0,Gas Leakage
38.1,25.6,1011,0,Gas Leakage
41.3,46.1,967,0,Gas Leakage
34.1,38.4,665,0,Gas Leakage
31.2,42.6,1073,0,Gas Leakage
30.7,55,721,0,Gas Leakage
42.1,36.2,770,0,Gas Leakage
35.7,33.9,661,0,Gas Leakage
31.4,45.6,743,0,Gas Leakage
44.5,31.4,1065,0,Gas Leakage
38.7,37.3,1099,0,Gas Leakage
42.8,33.1,1016,0,Gas Leakage
42.7,53.3,906,0,Gas Leakage
40.4,28.4,805,0,Gas Leakage
31.1,41.4,678,0,Gas Leakage
40.8,30.3,742,0,Gas Leakage
39.5,41.7,805,0,Gas Leakage
32.1,38,854,0,Gas Leakage
39.3,25.1,862,0,Gas Leakage
28,46.3,983,0,Gas Leakage
37.5,46.7,993,0,Gas Leakage
40.4,30.2,838,0,Gas Leakage
33.8,34.8,838,0,Gas Leakage
30.6,46,732,0,Gas Leakage
31.5,40.3,997,0,Gas Leakage
43.7,29.3,786,0,Gas Leakage
36.3,42.8,733,0,Gas Leakage
38.9,42.9,1046,0,Gas Leakage
41.7,40.1,948,1,Gas Leakage
35,45.9,991,0,Gas Leakage
30.4,32.9,798,0,Gas Leakage
28.3,25.9,1019,0,Gas Leakage
42,25.5,894,0,Gas Leakage
43.9,37.9,936,0,Gas Leakage
35.2,35,658,0,Gas Leakage
44.8,45.7,847,0,Gas Leakage
35.6,53.3,928,0,Gas Leakage
28.7,29.6,667,0,Gas Leakage
40.8,33,727,0,Gas Leakage
41.8,36.7,836,0,Gas Leakage
41.1,31.6,1057,0,Gas Leakage
28.9,36.6,891,0,Gas Leakage
42.8,32.3,924,0,Gas Leakage
39.5,43.7,881,0,Gas Leakage
42,42.4,860,0,Gas Leakage
35,30.1,1066,0,Gas Leakage
44.7,25.9,982,0,Gas Leakage
32.4,54.2,922,1,Gas Leakage
43.7,41.7,812,0,Gas Leakage
41.3,49.4,962,0,Gas Leakage
34.9,32.2,1003,0,Gas Leakage
37.2,53.7,1025,0,Gas Leakage
40.8,46.6,1027,0,Gas Leakage
43.7,35.2,671,0,Gas Leakage
33,32.1,941,1,Gas Leakage
39.1,51,703,0,Gas Leakage
38.8,42.3,722,0,Gas Leakage
32.5,47.3,949,1,Gas Leakage
43.1,37.2,949,0,Gas Leakage
34.6,28.8,707,1,Gas Leakage
31.4,43.2,1063,0,Gas Leakage
30.3,36.2,699,0,Gas Leakage
36.7,47.7,864,0,Gas Leakage
30.8,45.1,834,0,Gas Leakage
30.1,51.7,722,0,Gas Leakage
41.6,46.4,1040,1,Gas Leakage
28.9,49.8,805,0,Gas Leakage
39.5,51.2,748,0,Gas Leakage
29.9,43.7,1021,1,Gas Leakage
44.1,42.3,992,0,Gas Leakage
36,42.4,924,0,Gas Leakage
32.6,28.5,1030,0,Gas Leakage
45,28.7,672,0,Gas Leakage
44.5,29.8,751,0,Gas Leakage
40.6,52.3,868,0,Gas Leakage
28.5,42.8,1056,0,Gas Leakage
37.2,34.2,847,0,Gas Leakage
42.4,36,917,0,Gas Leakage
30.2,51.9,873,0,Gas Leakage
29.8,35.8,983,0,Gas Leakage
44.7,28.8,882,0,Gas Leakage
42,46.6,740,0,Gas Leakage
34.8,35.1,785,1,Gas Leakage
29.6,38.5,756,0,Gas Leakage
39.5,54.1,1085,0,Gas Leakage
39.6,34.1,817,0,Gas Leakage
37,40.1,815,0,Gas Leakage
39.3,25.2,822,0,Gas Leakage
30.9,41.4,797,0,Gas Leakage
29.3,35.4,1017,0,Gas Leakage
29.9,39.6,714,0,Gas Leakage
29.1,41.6,853,0,Gas Leakage
39.2,43.6,892,0,Gas Leakage
34.7,48.4,766,0,Gas Leakage
40.8,51.5,661,0,Gas Leakage
34,28.8,778,0,Gas Leakage
44.2,52.6,1041,0,Gas Leakage
30.1,35,1010,0,Gas Leakage
30.6,29.4,1033,0,Gas Leakage
30.7,50.9,905,0,Gas Leakage
28.9,45.7,835,1,Gas Leakage
36,32.4,1095,0,Gas Leakage
32.9,44.3,716,0,Gas Leakage
33.5,39.9,861,0,Gas Leakage
31.4,47.5,899,0,Gas Leakage
39.6,52.1,900,0,Gas Leakage
41.9,31.2,1091,0,Gas Leakage
43.8,27,885,0,Gas Leakage
33.4,26.5,770,0,Gas Leakage
40.2,32.2,1066,0,Gas Leakage
43.8,39.4,767,0,Gas Leakage
31.2,43.2,654,0,Gas Leakage
39.5,51.1,1095,0,Gas Leakage
33.3,37.6,780,0,Gas Leakage
30.3,27.5,751,0,Gas Leakage
32.5,47.3,858,0,Gas Leakage
30.1,32.6,1045,0,Gas Leakage
31.9,49.2,769,0,Gas Leakage
42,50.4,747,0,Gas Leakage
38.9,27.2,713,0,Gas Leakage
31.4,34.7,906,0,Gas Leakage
29.3,28.3,912,0,Gas Leakage
40.9,28.5,888,0,Gas Leakage
28.2,44.9,848,0,Gas Leakage
28.3,26.1,810,0,Gas Leakage
40.4,47.1,844,0,Gas Leakage
38.3,25.8,914,0,Gas Leakage
31.5,27.5,878,0,Gas Leakage
44.1,25.3,678,0,Gas Leakage
30.9,37.1,716,1,Gas Leakage
39.4,54.4,881,0,Gas Leakage
32.7,44,1078,0,Gas Leakage
34.9,25.9,735,0,Gas Leakage
40.2,31.2,869,0,Gas Leakage
43.2,45.9,854,0,Gas Leakage
36.9,28.6,961,0,Gas Leakage
38.4,39.1,960,1,Gas Leakage
38.2,39.9,657,0,Gas Leakage
43.2,35.3,767,0,Gas Leakage
31.8,34.7,918,0,Gas Leakage
29.3,37.8,676,0,Gas Leakage
43.2,52,803,0,Gas Leakage
36.9,43,674,0,Gas Leakage
44.2,27.8,870,0,Gas Leakage
32.9,50.1,874,0,Gas Leakage
44.1,53.4,902,0,Gas Leakage
28.2,42.3,971,0,Gas Leakage
44.1,47.2,758,0,Gas Leakage
29.7,39.4,1089,0,Gas Leakage
29.1,40.5,1002,0,Gas Leakage
30.2,53.5,865,1,Gas Leakage
35.5,41.2,947,0,Gas Leakage
42.5,46.2,856,0,Gas Leakage
42,48.7,663,0,Gas Leakage
42.7,29.5,723,0,Gas Leakage
31.2,54,1005,0,Gas Leakage
34.1,39.5,819,0,Gas Leakage
30,36.7,871,0,Gas Leakage
28.9,48.5,955,0,Gas Leakage
36,41.8,860,0,Gas Leakage
43.6,52.5,884,0,Gas Leakage
32.8,50.5,985,0,Gas Leakage
35.7,50.5,754,0,Gas Leakage
34,39,886,0,Gas Leakage
30.7,45.7,938,0,Gas Leakage
30.8,30.6,956,0,Gas Leakage
31.7,45.5,801,1,Gas Leakage
29.9,26,945,0,Gas Leakage
39.6,45.7,829,0,Gas Leakage
35.6,41.5,877,0,Gas Leakage
40.6,26.9,659,0,Gas Leakage
30.7,42.3,840,0,Gas Leakage
32.4,40.4,1024,0,Gas Leakage
43.6,40.2,789,0,Gas Leakage
32,26.6,660,0,Gas Leakage
36.8,46.1,739,0,Gas Leakage
31.3,52.7,754,0,Gas Leakage
29.1,32.6,972,0,Gas Leakage
31.2,28.9,749,0,Gas Leakage
30.9,37.3,787,0,Gas Leakage
32.4,47.5,1001,0,Gas Leakage
31.4,51.3,825,0,Gas Leakage
34.5,45.1,666,0,Gas Leakage
36.9,52.2,1097,1,Gas Leakage
42.7,43.1,684,0,Gas Leakage
33.9,47.8,884,1,Gas Leakage
41.6,31.6,917,0,Gas Leakage
32.9,31.3,902,0,Gas Leakage
40.7,36.5,802,0,Gas Leakage
43.7,43,747,0,Gas Leakage
37.1,26.7,777,0,Gas Leakage
31.7,34.6,689,0,Gas Leakage
30.4,30.6,754,0,Gas Leakage
33.7,27,783,0,Gas Leakage
31.9,48.2,1009,0,Gas Leakage
32.8,43.1,1048,0,Gas Leakage
29.8,31.2,939,0,Gas Leakage
37.7,31.8,699,0,Gas Leakage
34.6,47.7,966,0,Gas Leakage
36.1,28.6,1005,0,Gas Leakage
30.3,34.5,942,0,Gas Leakage
44.6,54.8,871,0,Gas Leakage
29.5,50.1,892,0,Gas Leakage
41.6,32,666,0,Gas Leakage
30.9,28.3,780,1,Gas Leakage
39.5,53.3,970,0,Gas Leakage
29.3,53.9,731,0,Gas Leakage
34.2,25.3,660,0,Gas Leakage
44.7,34.5,1033,0,Gas Leakage
44.2,48.5,738,0,Gas Leakage
40.2,53.8,675,0,Gas Leakage
39.7,53.7,860,0,Gas Leakage
40.3,48.2,701,0,Gas Leakage
42.1,48.3,1011,0,Gas Leakage
38.3,47.1,662,1,Gas Leakage
41.9,52.4,793,0,Gas Leakage
41.9,37.8,725,0,Gas Leakage
34.5,27.1,1090,0,Gas Leakage
43.6,30.3,782,0,Gas Leakage
43.1,54.4,750,0,Gas Leakage
36.5,25.7,1036,0,Gas Leakage
43.2,44.6,775,0,Gas Leakage
36.8,44.9,813,0,Gas Leakage
40.8,30.4,784,0,Gas Leakage
38.9,54.3,1062,0,Gas Leakage
41.5,54.5,998,0,Gas Leakage
41.5,46.7,854,0,Gas Leakage
36.2,27.5,785,0,Gas Leakage
36.7,52.3,882,0,Gas Leakage
28.9,46.8,733,0,Gas Leakage
30.6,53.8,1085,0,Gas Leakage
40,47.8,935,0,Gas Leakage
42.9,39.7,683,0,Gas Leakage
29.1,53.8,797,0,Gas Leakage
32.2,31.2,1009,0,Gas Leakage
31.4,43.6,975,0,Gas Leakage
34.1,47.1,967,0,Gas Leakage
39.3,40.2,987,0,Gas Leakage
41.5,47.6,699,0,Gas Leakage
28.3,26.6,1075,1,Gas Leakage
29.5,46.6,1000,0,Gas Leakage
28.2,36.7,903,0,Gas Leakage
37.9,55,894,0,Gas Leakage
43.8,25.4,1082,0,Gas Leakage
32,41,811,0,Gas Leakage
28.9,48.6,680,0,Gas Leakage
40.6,29.7,704,0,Gas Leakage
42.5,39.9,875,0,Gas Leakage
32.4,47.8,687,0,Gas Leakage
42.3,46.8,840,0,Gas Leakage
31,29.5,769,0,Gas Leakage
44.4,51.9,1095,0,Gas Leakage
41.5,42.4,918,0,Gas Leakage
39.8,54.2,1091,0,Gas Leakage
39.1,37.2,764,0,Gas Leakage
32.6,32.6,965,0,Gas Leakage
36.5,35.4,915,0,Gas Leakage
43.9,39.3,959,0,Gas Leakage
29.9,36.6,1008,0,Gas Leakage
36.9,37,832,0,Gas Leakage
30.8,35.3,881,0,Gas Leakage
43.3,25.6,874,0,Gas Leakage
41.3,48.4,1024,0,Gas Leakage
36.1,42,966,0,Gas Leakage
35.7,30.3,726,0,Gas Leakage
33.2,49.7,1030,0,Gas Leakage
43.2,27.6,817,0,Gas Leakage
31,27.3,1000,0,Gas Leakage
28.1,37.2,960,0,Gas Leakage
40.6,37.9,734,0,Gas Leakage
42.4,34.1,823,0,Gas Leakage
39,32.5,665,0,Gas Leakage
39.6,51.3,854,0,Gas Leakage
31.9,48.5,891,0,Gas Leakage
36.5,30.8,820,0,Gas Leakage
39,30.7,699,0,Gas Leakage
28,42.3,844,0,Gas Leakage
42.9,48.3,731,1,Gas Leakage
44.8,45.7,997,1,Gas Leakage
35.4,45.7,953,0,Gas Leakage
28.9,49.8,931,0,Gas Leakage
38.6,38,661,0,Gas Leakage
42.8,35.4,842,0,Gas Leakage
28.9,36.1,1024,0,Gas Leakage
31.3,45.4,718,0,Gas Leakage
41.9,54,950,0,Gas Leakage
39.8,37.9,810,0,Gas Leakage
28.2,40.9,1057,0,Gas Leakage
36.9,47,993,0,Gas Leakage
37.6,49.2,687,0,Gas Leakage
37.4,31.4,738,0,Gas Leakage
34,44,1087,0,Gas Leakage
42.6,28.4,1015,0,Gas Leakage
37.2,43.1,1021,0,Gas Leakage
30.7,46.5,923,0,Gas Leakage
29.3,39.5,742,0,Gas Leakage
35.5,43.6,661,0,Gas Leakage
38.3,25.3,692,0,Gas Leakage
38.2,42.5,881,0,Gas Leakage
41.1,29.1,900,0,Gas Leakage
35.8,47.1,956,0,Gas Leakage
40.2,29.4,771,0,Gas Leakage
43.5,45.3,949,0,Gas Leakage
31.4,51.7,870,0,Gas Leakage
28.1,50.7,690,0,Gas Leakage
38.4,44.6,655,0,Gas Leakage
28.3,37.7,722,0,Gas Leakage
29.5,31.5,793,1,Gas Leakage
30.7,41.4,979,0,Gas Leakage
41.7,34.1,929,0,Gas Leakage
34,28.2,833,0,Gas Leakage
33.9,32.3,734,0,Gas Leakage
29.6,38.3,919,0,Gas Leakage
28.8,49.8,853,0,Gas Leakage
40.3,49.9,1046,0,Gas Leakage
44.8,34.4,1022,0,Gas Leakage
34.1,44.2,960,0,Gas Leakage
30.7,29.4,770,0,Gas Leakage
